12	91.49
  2231.4       9	37,10,55,2,29,26,20,28,13,31,6,12,43,7,59,23,57,5,8,36,11,58,41,21,44,14,45,9,15,48,27,19,38,35,25,16,3,1,32,30,52,42,17,39,4,49,46,56,33,60,34,51,47,53,54,40,50,24,18,22	5,0,5,17,0,17,9,6,7,1,12,5,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2321.43      54	37,2,10,55,29,26,16,28,13,1,40,12,43,7,21,23,57,5,49,45,11,51,41,59,36,18,24,34,15,54,27,19,33,35,25,39,3,9,56,30,22,42,17,47,4,32,44,31,60,53,52,6,20,50,46,8,14,58,48,38	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2234.16      15	37,2,10,55,29,26,20,28,58,1,40,18,46,7,21,23,57,5,48,45,11,51,41,6,36,14,24,34,15,54,38,19,53,22,25,39,3,49,32,30,33,42,17,43,16,56,44,9,60,12,13,52,59,50,47,8,35,4,31,27	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 1900.61       0	37,10,55,2,29,26,40,28,58,1,60,12,43,7,30,23,33,5,8,25,11,49,41,59,44,14,45,34,15,48,27,19,38,22,24,16,36,31,32,20,52,42,17,39,4,56,46,9,47,53,13,51,57,21,54,6,35,50,18,3	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2318.67      48	37,10,55,2,29,26,16,28,53,1,4,18,50,7,59,23,57,35,48,45,11,49,41,6,36,14,24,34,15,54,27,19,21,22,25,39,3,31,56,30,52,42,17,43,8,32,46,9,60,12,13,51,20,44,38,47,58,5,40,33	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2352.67      86	37,2,10,51,29,46,16,28,53,1,6,18,43,7,30,23,12,35,8,25,11,58,41,26,44,14,24,34,15,48,27,19,33,22,45,39,3,49,56,20,52,42,31,5,4,32,17,9,60,40,13,54,57,21,50,47,38,59,36,55	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2397.97      90	10,2,55,51,29,26,16,28,13,1,6,18,50,7,30,23,12,35,48,57,11,58,41,59,44,14,24,34,15,54,27,19,33,22,25,39,3,49,32,20,52,42,17,43,4,56,46,9,60,36,53,8,47,21,38,40,37,5,31,45	5,0,5,17,0,17,9,6,7,1,12,5,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
  2346.1      83	37,2,10,51,29,26,16,28,53,1,60,12,43,7,59,23,57,5,48,25,11,58,41,6,36,14,45,34,15,54,27,19,38,35,24,39,8,49,32,30,52,42,31,17,4,56,46,9,33,40,13,44,20,21,50,47,22,3,18,55	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2404.47      99	10,2,55,51,29,46,16,28,53,1,60,12,43,7,59,42,57,5,8,25,11,58,41,26,44,18,45,34,15,48,38,19,33,22,24,39,3,31,32,30,20,47,17,27,4,56,36,35,40,9,13,52,6,50,54,21,23,14,49,37	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2257.95      47	37,2,10,51,29,26,20,28,58,1,40,12,43,7,47,23,57,35,8,45,11,4,41,59,44,14,24,9,15,54,27,19,38,22,25,39,3,31,56,30,33,42,17,5,16,32,46,49,60,53,13,52,6,50,48,21,18,34,36,55	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2008.23       6	16,2,10,55,29,26,20,28,58,1,6,27,43,44,21,23,57,35,48,25,11,51,41,59,36,14,24,34,15,54,38,19,33,22,45,39,3,49,32,30,52,42,17,5,4,56,46,9,60,12,53,8,47,50,7,40,18,31,13,37	5,0,5,17,0,17,9,6,7,1,12,5,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
 2004.77       3	37,10,54,2,29,26,20,28,53,1,6,18,43,7,59,23,57,5,48,25,11,58,41,34,44,14,24,9,15,17,27,19,38,22,45,39,3,49,32,30,52,42,31,51,4,56,46,35,40,60,13,8,47,50,16,21,33,55,36,12	5,0,5,17,0,17,9,6,7,1,12,14,3,3,16,0,7,17,11,1,9,17,2,7,5,0,5,0,2,13,4,4,17,10,8,14,0,2,2,11,10,8,2,3,0,3,14,6,11,20,0,1,15,2,0,15,5,6,13,13
