13	75.17
 2667.91       0	60,28,12,27,50,34,2,17,38,52,9,48,16,47,30,11,36,59,44,43,5,33,18,10,35,49,32,26,13,25,6,1,22,54,29,7,31,39,58,8,15,19,24,57,42,3,21,37,45,46,23,55,20,41,14,53,4,56,40,51	7,0,0,7,2,0,4,4,0,8,0,0,6,0,2,3,0,0,2,2,0,0,0,0,3,4,0,0,2,5,2,4,1,0,0,1,5,1,0,4,0,4,6,0,3,9,2,0,8,0,7,0,4,3,1,0,2,4,2,0
 3242.89      52	60,28,27,50,38,52,2,9,48,16,47,30,19,39,31,33,41,51,10,18,40,49,35,5,22,17,34,12,1,21,42,14,7,3,43,44,46,36,11,29,54,13,25,37,45,59,23,53,6,58,20,32,4,15,24,55,26,56,57,8	7,0,5,7,2,0,10,4,0,0,0,0,6,0,6,3,0,2,2,2,0,4,5,0,0,8,0,0,2,2,5,0,0,0,0,3,5,0,0,0,0,5,3,5,3,9,2,0,8,0,2,0,7,3,1,0,2,4,2,0
 3166.94      22	60,28,27,50,34,52,2,9,48,16,47,30,19,39,31,33,41,51,10,18,40,49,1,38,21,54,42,14,32,23,15,24,57,35,5,22,17,12,7,3,43,44,46,36,11,29,13,25,37,45,59,53,6,58,20,4,55,26,56,8	7,0,5,7,2,0,10,0,0,7,2,2,2,0,3,2,0,6,8,0,0,0,4,0,0,8,0,0,2,5,2,2,0,0,0,3,5,0,0,0,0,0,3,5,3,9,2,0,0,0,2,0,7,3,1,0,2,4,2,0
 2719.04       3	60,28,27,52,17,50,9,48,16,47,30,11,4,12,15,38,34,51,42,10,26,6,37,45,59,39,20,25,44,54,29,19,7,56,24,23,32,14,2,1,21,5,35,49,40,18,53,55,8,57,36,46,43,3,41,31,22,13,33,58	7,0,5,7,2,2,10,10,0,0,0,0,8,0,8,3,0,7,0,2,7,3,0,3,5,4,0,0,2,5,2,2,0,0,0,1,5,0,4,0,2,5,3,5,3,9,2,0,8,0,2,0,4,3,1,0,2,4,2,0
 2964.22       6	60,28,27,41,52,2,9,48,50,17,55,33,35,31,38,30,47,1,21,42,14,16,11,26,20,58,6,53,59,45,8,25,13,54,29,36,46,44,43,3,7,22,39,19,24,23,32,5,49,40,18,10,51,34,15,12,4,56,57,37	7,0,5,0,2,2,10,4,0,8,0,0,6,0,8,3,0,2,7,2,8,0,0,3,3,2,0,0,2,3,1,1,0,5,0,1,7,0,4,0,0,0,3,5,3,9,2,0,8,0,2,0,7,3,1,0,2,4,2,0
 3035.47      13	60,28,27,50,34,52,17,9,48,16,47,30,11,4,12,15,38,51,42,10,26,6,37,45,59,39,20,25,44,54,29,19,7,56,24,23,32,14,2,1,21,5,35,49,40,18,53,55,8,57,36,46,43,3,41,31,22,13,33,58	7,0,5,7,2,2,10,10,0,7,0,0,8,0,8,3,0,6,1,0,0,0,2,2,5,2,0,0,4,0,3,4,0,0,0,0,5,0,0,0,2,5,3,5,3,9,2,0,0,0,2,0,7,3,1,0,2,4,2,0
 3050.42      14	60,28,27,52,17,50,2,9,48,16,47,45,8,25,13,54,29,40,35,31,41,39,11,4,36,20,59,37,22,26,24,57,15,23,56,18,49,32,46,44,43,3,7,14,42,21,1,12,5,55,30,38,19,33,34,51,10,53,6,58	7,0,5,7,0,0,8,10,0,0,0,0,6,7,8,10,0,2,0,2,2,3,0,1,5,8,0,0,2,3,2,0,0,0,3,1,5,0,4,0,7,0,3,5,3,0,2,0,8,0,2,0,7,3,1,0,2,4,2,0
 3077.24      16	60,28,27,52,17,33,2,9,48,16,12,30,32,57,24,26,23,18,35,42,14,15,34,41,7,31,39,38,51,19,29,54,13,25,5,45,55,21,1,4,11,47,36,20,59,37,22,10,56,40,49,50,3,43,44,46,8,53,6,58	7,0,0,7,0,0,8,4,0,0,0,3,8,7,6,3,0,7,2,2,0,0,0,0,5,3,0,0,3,5,7,0,0,2,5,2,0,0,2,3,1,0,6,0,3,0,2,0,8,0,2,0,7,10,0,0,2,4,2,0
 3077.45      19	60,28,27,17,52,33,2,9,48,16,12,30,32,57,24,26,23,18,35,42,14,15,34,41,7,31,39,38,51,19,29,54,13,25,5,45,55,21,1,4,11,47,36,20,59,37,22,10,56,40,49,50,3,43,44,46,8,53,6,58	7,0,5,7,0,0,8,4,0,7,0,3,8,8,7,3,0,6,2,0,0,0,0,0,5,2,0,0,4,5,7,4,0,2,5,2,0,0,0,0,1,5,6,5,3,9,2,0,8,0,2,0,7,3,0,0,2,4,2,0
  2995.5      10	60,28,27,41,52,17,50,48,9,2,55,33,35,31,38,30,47,1,21,42,14,16,11,26,20,58,6,53,59,45,8,25,13,54,29,36,46,44,43,3,7,22,39,19,24,23,32,5,49,40,18,10,51,4,12,34,15,37,57,56	7,0,5,0,2,0,10,4,0,8,0,0,6,0,8,3,0,2,7,2,2,0,4,3,0,8,0,0,2,3,5,2,0,0,0,1,5,1,0,0,0,0,3,5,3,9,2,0,8,0,2,0,7,3,1,0,2,4,2,0
