11	3.43	0.79324	0.16509
 3556.52      23	28,24,22,9,1,30,19,8,23,13,3,27,20,26,12,4,21,18,10,11,5,25,7,14,2,15,16,17,6,29	0,0,1,1,0,1,1,0,0,0,0,0,0,4,4,2,0,4,0,4,3,0,2,0,4,1,1,0,0,0
 2791.81       0	22,27,11,30,9,28,24,5,1,8,7,6,18,29,16,25,21,14,19,2,15,20,3,10,4,23,12,26,17,13	0,0,0,1,0,4,0,0,0,1,0,4,0,3,2,5,1,0,0,2,3,0,0,0,0,4,0,0,4,0
 4149.25      44	28,24,22,9,1,30,19,8,5,11,27,18,12,3,7,6,23,29,16,25,21,14,2,15,20,10,4,26,17,13	0,0,0,1,0,4,0,1,0,1,0,4,1,3,2,5,1,4,0,2,3,0,4,0,0,1,0,0,4,0
 3767.04      42	22,27,28,24,9,1,30,19,8,23,11,5,12,3,2,14,15,10,20,18,26,25,7,6,21,16,29,17,13,4	0,0,1,0,0,2,0,0,0,1,0,2,1,0,2,5,1,0,0,4,0,0,0,0,0,2,0,0,1,0
 3692.87      38	28,24,22,9,1,30,19,11,18,7,20,3,8,2,23,4,27,5,15,16,25,17,6,12,10,14,29,13,21,26	0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,5,1,6,0,0,0,0,0,0,0,1,0,0,0,0
 3860.33      43	22,27,11,30,9,28,24,19,12,18,23,10,20,13,6,7,8,5,29,1,3,2,15,14,21,4,25,16,17,26	0,0,1,0,1,2,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,4,0,0,4,0
 3686.73      30	22,27,11,30,9,28,24,19,25,1,8,5,18,7,14,29,15,20,4,10,21,3,16,12,17,13,6,2,23,26	0,0,1,0,0,2,0,1,0,2,0,0,0,3,0,5,0,4,0,2,3,0,0,0,0,1,0,0,4,0
 3554.69      22	28,24,22,9,1,30,19,8,23,13,3,27,20,26,12,15,11,18,7,2,5,4,16,25,17,6,10,14,29,21	0,0,1,0,0,3,1,1,0,2,0,0,0,1,0,2,2,6,0,0,3,0,0,0,0,2,0,0,0,0
 3541.15      20	22,20,11,30,9,28,24,19,14,1,8,5,18,12,3,7,6,23,29,16,25,21,2,15,27,10,4,26,17,13	0,0,1,0,0,0,1,1,0,1,0,4,1,0,0,5,4,4,0,0,3,0,4,0,0,1,0,0,4,0
 4493.19      70	22,27,28,24,9,1,30,19,8,5,11,23,12,3,2,15,10,14,20,18,4,25,7,6,21,16,29,17,13,26	0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,2,1,4,0,1,3,0,4,0,0,1,0,0,1,0
 3474.02       5	22,27,11,30,9,28,24,1,8,19,15,17,26,12,14,16,3,2,29,10,20,4,25,7,6,13,5,23,18,21	0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,1,1,4,3,2,0,0,0,0,0,2,0,0,4,0
