10	7.82	0.8172	0.17289
 2213.02      12	8,6,5,41,11,54,15,28,51,7,40,22,39,58,31,4,1,36,14,21,25,53,26,48,47,46,49,12,37,57,10,3,13,29,33,32,35,60,2,24,16,34,50,17,52,42,38,18,19,44,9,43,56,20,23,27,45,59,30,55	14,18,11,5,0,1,0,2,5,3,0,15,5,4,0,16,2,8,15,19,2,18,6,3,1,0,15,2,0,20,2,6,7,5,13,19,4,8,13,13,2,11,4,11,13,6,2,4,4,15,15,7,8,0,11,10,12,12,11,3
 3048.24      90	8,6,5,41,54,37,25,14,49,52,12,35,29,7,27,58,22,16,31,45,40,11,32,19,33,56,15,34,13,24,2,60,48,1,53,59,23,30,20,51,57,38,21,18,50,42,17,44,46,43,26,36,4,39,9,10,28,3,47,55	13,3,4,14,1,3,7,0,2,0,5,15,10,2,3,1,4,8,1,3,4,7,15,13,1,5,0,0,6,11,0,5,10,5,3,10,0,3,0,0,1,10,12,5,8,8,12,4,1,2,9,22,11,0,7,1,13,1,9,1
 3052.32      99	8,6,5,41,54,37,25,14,49,52,12,35,29,7,27,58,22,16,31,45,4,53,33,19,32,11,40,56,15,10,48,20,26,13,3,57,24,59,2,38,39,47,18,50,9,46,36,43,1,34,60,51,42,17,44,23,30,21,55,28	13,3,4,14,1,2,5,0,2,3,12,15,10,3,5,2,4,8,1,3,4,7,15,13,1,5,0,11,6,11,0,5,10,5,3,3,0,13,0,0,1,10,12,22,20,8,4,4,1,2,4,7,11,0,7,1,13,1,11,4
 2331.99      16	8,6,5,41,54,37,48,20,12,58,25,14,56,4,26,13,3,60,10,57,49,24,39,59,45,2,38,16,22,7,19,53,29,21,30,23,52,44,17,42,51,11,34,1,40,27,43,35,31,32,33,15,36,18,50,46,9,28,47,55	14,3,4,0,0,2,7,0,2,0,5,3,10,0,5,4,13,8,1,3,4,7,0,8,0,21,6,3,1,13,0,3,10,0,3,13,1,17,0,0,2,11,0,5,17,7,4,19,24,2,7,4,11,0,7,0,7,1,5,1
 2185.53       9	54,5,37,25,19,14,49,57,10,11,3,13,26,4,2,24,39,59,45,56,38,53,12,35,27,58,52,29,21,15,6,60,47,32,36,16,9,40,31,23,30,44,20,46,51,34,48,42,7,33,8,43,22,41,1,50,18,17,55,28	0,4,9,0,0,0,0,4,21,7,4,11,5,3,2,7,18,11,2,22,3,2,6,1,0,21,23,7,8,5,3,22,7,7,3,13,0,22,8,5,2,10,10,5,18,18,12,19,2,8,7,4,9,0,11,1,13,4,5,1
 2993.48      56	8,56,5,41,54,37,25,14,49,53,12,35,29,22,27,58,47,18,50,9,30,52,44,17,42,51,34,38,2,59,6,11,10,15,33,19,32,40,45,31,7,57,20,21,46,16,39,4,26,13,3,24,23,48,60,43,1,36,55,28	0,18,4,1,0,2,4,0,2,4,4,15,15,1,5,2,4,8,2,22,3,15,6,5,0,0,1,2,11,9,0,7,7,5,3,3,0,3,15,13,2,18,13,22,8,8,4,19,1,4,9,4,11,0,7,1,7,2,11,3
 2335.85      30	8,6,5,41,54,37,34,15,56,33,19,32,11,40,45,31,16,22,58,27,7,29,35,12,52,49,14,25,13,24,2,60,47,1,53,10,9,17,57,20,21,46,39,36,4,30,23,59,50,18,3,48,44,51,43,26,28,38,55,42	13,18,4,14,1,1,7,0,2,0,2,15,10,2,2,2,4,8,2,1,4,7,15,13,1,5,0,2,6,11,2,5,10,5,3,10,4,3,13,3,0,10,13,5,8,8,4,19,1,2,9,7,11,0,11,1,13,1,9,1
 2184.46       0	54,5,37,25,19,14,49,57,10,11,40,13,59,6,41,53,12,35,29,7,27,58,22,16,31,45,3,48,20,56,4,26,24,39,8,2,38,21,30,23,17,52,15,60,47,32,36,9,51,33,43,50,34,46,1,28,42,44,18,55	0,8,11,0,0,2,5,4,2,11,12,15,8,0,5,1,11,12,2,19,1,0,0,6,1,0,18,3,6,13,0,6,3,7,13,10,0,8,5,6,15,11,18,13,13,12,4,19,2,8,7,11,8,0,7,0,12,12,9,4
 2418.68      38	8,6,5,41,54,37,17,14,49,53,12,35,29,7,27,58,22,16,31,45,40,11,32,19,33,56,15,34,13,48,20,1,21,36,4,60,23,24,46,26,3,10,57,39,59,2,38,43,51,42,25,44,52,30,9,50,18,47,55,28	0,18,4,1,1,2,5,2,2,4,4,15,6,3,5,2,4,8,2,22,2,15,6,5,0,21,1,2,11,9,0,0,7,5,3,3,0,3,3,13,2,7,13,22,8,8,4,19,1,4,7,18,11,0,7,1,12,1,11,4
 2765.39      46	8,6,5,41,54,37,25,14,49,53,12,35,29,7,27,58,22,16,31,45,40,11,32,19,33,56,55,20,15,2,47,34,23,59,26,52,4,13,3,10,57,24,38,39,18,50,9,46,36,43,1,60,51,42,17,44,30,21,48,28	13,3,4,1,1,2,5,1,2,4,12,15,6,20,5,1,11,18,2,7,2,7,3,6,1,13,1,11,15,0,1,3,0,13,11,3,1,17,0,15,0,10,0,2,3,12,13,0,3,11,7,4,20,0,7,14,12,2,9,3
