12	24.18
 3711.96       5	27,7,21,19,15,11,25,5,20,1,8,22,4,29,9,18,14,16,17,30,2,6,3,24,26,12,28,13,23,10	0,1,3,3,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
 3806.76      21	27,7,21,19,15,11,25,5,20,22,8,1,26,14,16,28,12,24,29,6,17,3,18,13,4,30,9,23,2,10	0,1,3,3,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2
 3883.98      37	27,7,21,19,15,11,25,5,20,13,22,8,1,30,26,16,28,12,17,18,23,4,3,2,9,29,6,14,24,10	0,1,1,3,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2
 3711.32       0	27,7,21,5,11,25,15,19,20,1,8,22,13,4,12,28,30,9,3,14,16,18,17,2,6,26,24,23,29,10	0,1,1,3,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
 3806.13      16	27,7,21,5,11,25,15,19,20,22,8,1,26,14,23,6,29,4,24,12,28,16,2,13,30,9,17,3,18,10	0,1,3,3,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
  3802.9      15	27,7,21,5,11,25,15,19,22,20,8,1,26,14,16,23,9,30,4,24,29,6,17,3,18,13,12,28,2,10	0,1,1,3,0,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
 3879.45      30	27,7,21,25,11,15,19,13,20,5,22,8,23,18,1,4,3,2,9,29,16,17,26,24,12,6,14,28,30,10	0,1,1,3,0,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 3876.35      29	27,7,21,25,11,15,19,13,22,5,20,8,28,16,14,26,1,4,24,29,6,23,18,17,12,3,30,2,9,10	0,1,1,3,0,3,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
 3883.35      32	27,7,21,5,11,19,15,25,20,13,22,8,1,30,26,28,16,12,17,23,18,4,2,3,9,29,6,14,24,10	0,1,1,3,0,3,0,0,1,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2
 3784.64      14	27,7,21,25,11,15,19,13,20,5,1,8,4,22,3,14,6,12,23,24,26,18,17,16,29,9,2,28,30,10	0,1,1,3,0,3,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 3880.12      31	27,7,21,5,11,19,15,25,13,22,20,8,28,16,14,26,3,12,17,18,23,6,29,24,4,1,30,2,9,10	0,1,1,3,0,3,0,0,1,0,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2
 3888.51      53	27,7,20,25,15,19,11,5,21,13,22,8,1,26,14,16,23,9,30,4,24,29,6,17,3,18,12,28,2,10	0,1,1,3,0,3,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2
