11	24.53
 2623.25      12	29,4,6,14,10,16,19,22,24,12,8,30,27,18,13,25,2,1,3,9,28,20,23,11,15,7,26,21,17,5	1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0
 2404.94       8	29,10,24,14,22,19,4,6,12,8,30,27,9,3,1,2,25,13,18,16,28,20,23,11,15,7,21,5,26,17	1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
 2725.85      25	29,4,10,14,6,16,19,24,22,12,8,30,27,9,3,13,18,1,25,2,28,20,23,11,15,7,5,26,21,17	1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
 2402.06       0	29,10,24,6,14,19,4,22,12,7,15,11,23,8,16,18,13,25,2,3,1,30,20,28,9,27,21,5,17,26	1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
 2666.45      16	29,4,10,14,6,16,19,22,12,8,30,27,24,1,25,13,23,9,20,18,17,2,3,28,7,15,11,26,21,5	1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 2822.92      28	29,4,10,14,6,16,19,22,27,30,8,12,24,18,13,25,2,1,15,7,23,17,21,11,9,20,3,28,5,26	1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,3,0,0,1,0,0,0,0
 2826.52      30	29,4,10,14,22,19,16,6,27,30,8,12,24,18,13,25,2,1,15,7,23,17,21,11,9,20,3,26,28,5	1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,3,0,3,1,0,0,0,0
 2729.45      27	29,4,10,14,22,19,16,6,24,12,7,15,3,11,21,25,2,8,28,26,20,9,23,17,1,27,30,18,13,5	1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0,0
 2670.06      18	29,4,10,14,22,19,16,6,12,8,30,27,24,18,20,9,11,21,17,23,7,15,1,28,13,3,2,25,26,5	1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
 2671.27      22	29,4,22,14,10,19,16,6,12,8,30,27,26,11,15,7,28,3,2,17,18,20,9,24,25,13,23,1,21,5	1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 2485.69       9	29,4,10,14,22,19,15,24,27,30,8,12,6,16,28,26,20,9,25,2,3,23,17,1,13,18,11,7,21,5	1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
