11	165.92
 5256.08     351	9,27,80,11,49,64,89,75,84,6,43,87,34,48,77,1,15,51,55,54,35,26,46,22,40,4,50,74,14,81,13,20,56,69,32,88,3,70,78,62,2,38,41,79,31,24,12,65,63,45,53,16,68,85,8,66,23,82,5,47,61,18,44,19,36,17,71,28,72,59,33,37,21,30,29,7,25,58,83,52,67,42,90,76,86,73,57,10,39,60	10,25,18,18,1,17,7,6,0,22,0,16,34,30,15,24,26,32,17,7,8,21,15,3,11,17,0,33,3,32,34,32,0,6,17,10,14,21,14,32,34,32,0,9,13,4,24,9,0,12,11,3,22,32,22,3,17,0,3,17,14,28,6,0,0,11,26,14,34,24,0,0,7,12,0,5,17,17,5,0,9,14,33,0,9,23,5,16,3,15
 5224.12     347	9,27,80,64,49,11,89,75,84,6,41,79,31,24,12,76,85,67,90,23,74,50,4,40,22,46,26,35,54,55,51,15,1,77,48,34,87,43,38,2,62,78,70,3,88,32,69,56,20,13,81,14,66,65,63,45,53,16,68,30,21,37,33,52,83,19,36,71,28,7,72,59,73,18,8,82,17,44,61,47,5,29,25,58,42,86,57,10,39,60	10,25,18,18,7,17,7,6,0,22,0,16,34,30,15,24,15,30,17,7,13,21,34,3,24,10,0,33,10,32,34,32,3,6,17,10,14,21,14,32,34,32,0,9,13,4,24,0,0,12,11,3,22,32,17,3,28,19,1,17,14,28,6,0,0,28,26,25,34,24,8,0,14,24,0,10,17,7,5,0,9,14,9,0,9,23,5,16,3,15
 4713.94      16	9,27,80,64,49,11,43,2,6,84,12,25,7,41,14,34,38,18,68,16,53,45,63,65,51,44,75,89,40,4,50,74,62,79,85,87,58,83,8,36,28,71,20,52,56,69,86,73,35,5,47,61,57,77,82,23,55,54,37,24,13,78,70,3,88,32,66,76,90,42,31,81,26,59,72,67,1,10,15,22,46,48,19,17,29,33,21,30,39,60	10,0,30,32,10,32,28,33,0,22,0,16,34,30,13,26,0,30,10,24,13,30,34,16,0,22,0,6,7,17,7,18,13,25,17,10,14,17,17,3,34,32,0,9,13,4,24,0,0,3,33,3,22,6,17,3,1,19,3,17,14,28,6,0,11,28,25,25,34,24,8,0,14,12,0,10,17,7,5,0,9,7,9,0,25,23,5,16,3,15
  4745.9      20	9,27,80,11,49,64,43,2,6,84,12,25,7,41,14,34,38,51,65,63,45,53,16,68,18,44,75,89,40,4,50,74,62,79,85,87,58,83,8,36,28,71,20,52,56,69,47,5,35,73,86,61,57,77,82,23,55,54,37,24,13,78,70,3,88,32,66,76,90,42,31,81,26,59,72,67,1,10,15,22,46,48,19,17,29,33,21,30,39,60	10,0,13,32,10,17,28,6,0,22,0,16,34,30,13,26,0,15,10,7,13,21,34,16,11,17,0,6,7,32,7,18,13,6,17,10,14,21,17,32,34,16,0,9,13,4,24,0,0,3,33,3,25,26,10,3,1,6,3,17,14,3,6,0,10,22,26,25,3,24,12,0,5,7,17,10,0,24,9,0,9,7,9,0,25,23,7,16,3,15
 4686.06       4	9,27,49,11,80,64,43,2,6,76,70,85,67,32,90,23,66,35,54,30,21,46,22,83,52,33,34,88,87,84,7,72,59,37,41,38,62,79,31,12,50,4,40,89,75,44,18,68,16,53,45,63,65,51,14,25,74,58,8,36,28,71,20,56,69,47,5,73,86,61,57,77,82,55,24,13,78,3,42,81,26,1,10,15,48,19,17,29,39,60	10,0,18,18,10,17,7,6,0,22,0,16,34,30,15,26,0,30,10,7,13,21,34,16,24,17,0,33,10,32,7,18,3,6,17,10,14,21,17,3,34,16,0,9,13,4,24,0,0,3,33,3,25,26,17,3,28,19,3,17,14,3,6,0,10,22,26,14,34,24,12,0,5,24,0,10,17,24,9,0,9,7,25,0,5,23,5,16,3,15
 4689.44       8	9,27,49,11,80,64,43,2,41,7,25,12,84,18,44,86,58,42,13,29,87,88,34,59,72,28,71,20,56,69,36,19,83,52,33,37,38,62,79,31,24,75,89,21,30,14,68,16,53,45,63,65,51,40,4,50,74,54,35,66,23,90,32,67,85,70,76,6,8,73,5,47,61,57,77,82,55,78,3,81,26,1,10,15,22,46,48,17,39,60	10,0,13,18,7,17,28,33,0,22,0,16,34,30,26,26,0,30,30,24,13,30,15,30,11,17,0,33,7,17,10,18,4,25,17,10,14,17,17,3,34,32,0,9,13,4,24,0,0,3,33,3,22,6,17,3,1,0,3,17,14,28,6,1,11,22,25,25,34,24,12,0,14,12,0,10,17,7,5,0,9,7,25,0,25,23,5,16,3,15
  5202.9     194	9,27,80,11,49,64,43,2,24,34,38,77,82,1,10,48,20,56,69,70,85,73,86,68,16,29,19,18,55,13,65,63,45,53,67,32,90,23,54,30,75,44,37,14,41,7,25,12,84,6,74,50,4,66,35,83,47,61,81,26,31,79,62,59,72,87,88,33,52,22,46,21,89,40,51,57,3,78,5,8,28,15,76,36,17,39,42,58,71,60	10,0,13,32,10,17,7,6,0,22,0,16,34,30,13,26,0,15,10,13,13,30,4,0,24,15,0,6,17,17,10,32,13,25,17,3,14,21,17,3,34,32,0,9,24,4,24,0,0,3,33,3,25,26,10,3,1,6,3,14,14,28,19,0,10,22,25,25,3,24,12,0,5,24,0,24,17,7,9,0,9,7,25,0,25,23,5,16,3,15
 4656.77       0	9,27,49,64,80,11,43,2,24,31,55,73,86,42,13,19,29,17,71,74,6,84,12,25,7,18,5,47,61,39,83,28,76,4,50,81,78,65,63,45,53,38,34,14,41,51,35,8,15,26,3,79,62,59,72,20,56,69,36,32,88,85,23,82,77,57,70,58,89,75,44,68,16,66,37,40,90,54,48,87,52,67,1,10,22,46,33,21,30,60	10,0,13,18,7,17,28,6,0,22,1,16,34,30,13,7,10,30,17,13,13,21,15,16,11,17,0,6,28,32,10,18,28,6,17,10,14,32,17,32,34,32,0,9,13,4,24,0,0,6,28,14,17,17,10,26,10,6,1,1,14,28,6,0,10,25,26,10,34,24,12,0,14,24,0,24,17,7,9,0,9,7,9,0,25,23,5,16,3,15
 5112.08     174	9,27,49,64,80,11,43,2,24,31,55,73,86,42,13,19,29,17,71,74,6,84,12,25,7,18,5,47,61,39,83,28,76,4,50,81,78,65,63,45,53,16,68,8,66,15,62,79,85,87,58,36,3,57,77,82,1,10,48,20,56,69,70,67,32,90,23,54,30,21,37,59,72,88,33,52,22,46,44,75,89,40,51,38,34,14,41,35,26,60	10,0,13,18,10,17,7,6,0,22,0,16,34,30,13,7,15,30,10,13,13,21,15,0,11,17,0,6,17,32,7,18,13,6,17,10,14,21,17,3,34,16,0,9,13,4,24,0,0,9,33,34,25,32,10,26,28,23,25,1,14,7,19,0,9,25,17,10,34,24,14,0,14,24,3,24,26,22,5,0,6,14,25,17,16,5,23,3,3,15
 5143.06     178	9,27,49,11,80,64,43,2,24,31,55,73,86,42,13,19,26,5,78,18,6,84,12,25,7,41,14,20,56,69,32,88,3,44,74,50,4,53,45,63,65,29,16,68,85,70,48,10,1,82,77,38,34,51,62,79,75,89,21,30,36,17,39,58,71,40,87,83,8,28,52,66,23,54,37,67,72,59,81,90,76,15,57,33,61,22,46,35,47,60	10,0,13,18,10,17,7,22,0,22,0,16,34,30,17,7,3,30,30,7,13,21,34,0,24,17,0,6,28,32,10,32,28,6,17,10,14,32,17,3,34,32,0,9,13,4,24,0,0,12,33,3,22,32,22,3,19,23,25,21,14,8,9,0,0,7,17,25,17,33,8,0,14,22,0,24,17,7,5,0,6,7,25,0,25,23,5,16,3,15
