12	179.99
 4199.94     411	18,8,60,28,23,34,64,35,44,10,47,68,88,14,85,15,36,84,42,31,24,19,27,38,57,13,3,83,78,37,46,62,45,40,81,63,16,11,69,53,5,2,73,90,51,4,30,52,82,67,9,58,29,32,70,59,72,50,26,77,43,76,6,54,48,56,66,75,87,25,71,33,61,7,65,79,55,1,80,86,17,89,21,41,74,39,22,20,49,12	18,12,29,50,24,26,17,0,14,42,20,14,0,8,7,44,38,0,38,14,0,8,0,56,15,34,0,0,0,34,58,35,8,0,0,52,53,42,42,23,36,34,42,23,36,44,20,49,14,22,0,37,8,50,41,28,33,22,45,0,36,35,54,0,3,8,50,34,34,50,35,3,62,50,14,49,21,1,21,40,3,15,35,34,31,28,50,20,52,52
 4041.32       0	8,18,28,60,23,34,64,13,57,38,27,14,85,15,36,84,42,31,24,19,17,65,40,7,88,68,47,10,44,35,86,75,33,71,16,12,30,89,21,63,87,50,80,1,55,79,20,22,74,48,58,25,4,43,76,6,11,61,81,66,70,72,26,77,56,3,83,78,37,69,53,5,2,54,62,45,39,90,73,51,52,49,82,67,9,29,32,59,41,46	24,12,29,50,24,26,17,0,23,42,20,14,0,8,7,44,38,0,38,14,0,8,0,17,15,34,0,0,14,44,15,6,8,0,0,52,22,34,42,55,36,34,42,3,6,42,21,28,30,40,1,37,14,15,34,40,50,30,3,0,54,6,54,0,3,8,50,28,42,14,28,3,62,36,30,49,21,44,21,40,21,12,35,23,3,21,21,20,0,52
 4059.68      15	18,8,28,60,23,34,64,13,57,38,27,14,85,15,36,84,42,31,24,19,17,65,40,7,88,68,47,10,44,35,86,75,33,71,16,12,30,89,21,63,87,50,80,1,55,79,11,6,76,43,4,25,58,48,74,22,20,61,81,66,70,72,26,77,56,3,83,78,37,69,53,5,2,54,62,45,39,90,73,51,52,49,82,67,9,29,32,59,41,46	18,12,29,50,12,26,17,0,23,42,20,14,0,8,7,44,38,0,38,14,0,17,0,56,15,34,0,0,14,44,15,6,8,0,0,52,14,34,42,14,36,34,42,23,6,42,21,40,30,40,1,37,14,15,34,40,21,30,3,0,54,2,36,0,3,8,50,50,27,50,28,39,16,36,30,49,16,44,16,23,21,12,35,14,3,23,16,20,30,52
 4094.94      51	18,8,60,28,23,34,64,13,57,38,27,14,58,48,74,22,20,79,55,1,80,50,87,63,21,89,30,12,16,71,33,75,86,35,44,10,47,68,88,7,40,65,17,19,24,31,42,84,82,67,9,59,32,29,41,85,66,15,81,45,62,4,6,90,25,5,2,61,39,51,52,49,54,56,73,76,43,3,83,77,26,72,70,37,78,36,46,53,69,11	18,12,29,0,24,26,17,0,14,42,20,14,0,8,7,44,38,0,38,14,0,8,0,56,15,34,0,0,14,41,21,6,8,0,52,52,8,34,42,55,35,34,42,23,36,42,45,28,20,32,1,37,14,33,31,40,33,30,3,0,36,6,36,0,3,8,14,28,34,14,62,3,14,27,30,49,21,16,36,40,12,15,21,62,14,21,50,20,0,52
 4076.59      36	8,18,60,28,23,34,64,13,85,70,25,4,51,39,90,53,69,11,61,56,73,24,19,17,65,40,7,88,68,47,10,44,35,86,75,33,71,16,12,30,89,21,63,87,50,80,1,55,79,20,22,74,48,58,14,27,38,57,66,15,36,84,42,31,43,76,6,81,72,26,77,3,83,78,37,5,2,54,62,45,52,49,82,67,9,29,32,59,41,46	18,12,29,50,24,26,17,0,23,42,42,14,0,8,15,44,38,0,38,14,0,8,0,0,34,14,17,0,14,44,15,6,8,0,0,52,22,42,42,23,36,21,62,3,36,42,45,40,14,40,14,3,14,50,34,40,50,22,3,0,54,2,36,0,3,30,21,28,34,14,28,3,62,50,30,49,21,44,36,23,21,12,21,62,3,21,50,20,0,52
 4188.85     348	18,8,60,28,23,34,35,64,44,13,57,38,82,67,9,59,19,24,31,42,84,21,89,17,65,70,75,72,26,77,36,54,56,80,1,55,20,50,32,29,41,40,85,14,66,15,78,37,27,73,76,43,3,83,81,45,62,46,7,88,68,47,10,49,52,51,39,86,61,33,71,16,30,63,87,2,5,58,48,79,74,25,90,6,22,4,53,69,11,12	18,12,29,50,24,26,17,0,23,42,20,14,0,8,7,44,38,0,38,14,0,8,0,56,15,34,0,0,0,34,21,35,8,0,0,52,53,42,42,44,8,15,62,40,36,30,1,49,30,22,0,11,36,23,42,28,36,62,42,0,36,2,36,0,3,8,50,28,23,14,23,3,1,21,30,49,16,16,16,39,3,15,35,23,3,21,53,20,52,52
 4183.72     267	18,8,60,28,64,35,23,34,44,13,57,38,82,67,9,59,19,24,31,42,84,21,89,17,65,70,26,72,75,77,10,36,47,68,88,7,46,62,45,81,83,3,43,76,73,27,37,78,15,66,14,85,40,41,29,32,50,20,55,1,80,56,54,69,53,58,25,51,39,86,61,33,71,16,30,63,87,2,11,5,22,79,12,6,4,49,52,90,74,48	18,12,29,50,24,26,17,0,23,42,20,14,0,8,7,44,38,0,38,0,0,8,0,17,15,15,0,0,14,44,15,6,8,0,0,52,22,42,30,55,23,34,42,42,28,53,21,28,30,32,1,13,14,50,34,40,33,22,45,0,36,6,54,0,3,8,50,28,42,14,28,3,62,50,30,49,21,1,36,30,3,15,35,23,3,21,50,20,52,52
 4162.62     204	18,8,60,28,35,23,64,34,44,13,57,38,82,67,9,59,19,24,31,42,84,21,89,17,65,70,75,72,26,77,36,10,47,68,69,53,4,22,6,90,25,74,79,48,58,5,2,87,63,30,16,71,33,61,86,39,51,52,49,54,56,80,1,55,20,50,32,29,41,40,85,14,66,15,78,37,27,73,76,43,3,83,81,45,62,46,7,88,11,12	18,12,29,50,24,26,17,0,14,42,20,14,0,8,7,44,38,0,0,14,0,8,0,56,15,15,0,0,14,41,21,6,8,0,0,52,22,42,42,23,35,40,34,15,8,8,45,1,30,49,0,42,8,50,42,28,36,62,42,0,54,6,36,0,3,39,50,28,23,50,34,35,1,21,30,49,16,16,34,39,15,12,21,23,3,21,21,20,0,52
 4127.36     168	18,8,28,60,35,23,64,34,44,13,57,38,82,67,9,59,19,24,31,42,84,21,89,17,65,70,75,72,26,77,36,10,47,68,69,53,4,22,6,90,25,74,79,48,58,5,2,87,63,30,16,71,33,61,86,39,51,52,49,54,56,80,1,55,20,50,32,29,41,40,62,45,81,83,3,43,76,73,27,37,78,15,66,14,85,46,7,88,11,12	18,12,29,50,24,26,17,0,14,42,20,14,0,8,7,44,38,0,0,14,0,8,0,56,15,15,0,0,15,42,21,6,8,0,0,52,22,42,42,55,35,34,34,15,6,44,21,1,14,49,1,3,8,15,42,40,36,22,3,0,54,6,54,0,3,39,50,28,34,14,28,35,1,21,30,0,20,21,28,3,23,35,15,12,30,16,44,21,49,52
 4165.36     252	8,18,60,28,64,35,23,34,44,13,57,38,82,67,9,59,45,62,46,7,88,68,47,36,10,77,75,72,26,70,65,17,89,21,84,42,31,24,19,81,83,3,43,76,73,27,37,78,15,66,14,85,40,41,29,32,50,20,55,1,80,56,54,69,53,58,25,51,39,86,61,33,71,16,30,63,87,2,11,5,22,79,12,6,4,49,52,90,74,48	18,12,29,50,24,26,17,0,23,42,20,14,0,8,7,44,38,0,38,0,0,17,0,17,15,34,0,0,14,44,15,6,8,0,0,52,22,42,30,23,35,34,42,3,42,44,45,49,30,40,1,13,8,15,34,40,33,22,45,0,54,35,54,0,3,8,50,50,28,21,23,35,62,50,3,21,21,1,0,30,50,15,35,23,3,21,50,20,52,52
  4109.0     153	8,18,28,60,35,23,64,34,30,63,53,69,88,68,47,36,10,77,75,72,26,70,61,33,71,16,44,13,57,38,82,67,9,59,19,24,31,51,25,58,54,56,80,1,55,20,50,32,29,41,40,85,14,66,15,78,37,27,73,76,43,3,83,81,45,62,46,7,42,84,21,89,17,65,86,39,87,2,11,5,22,79,49,52,48,74,90,6,4,12	24,12,29,50,24,26,17,0,23,42,20,14,0,8,7,44,38,0,38,14,0,8,0,17,15,34,0,0,14,44,15,6,8,0,0,52,22,42,42,55,42,40,34,23,55,28,21,40,30,40,1,37,14,50,34,40,50,22,3,0,54,6,54,0,3,39,50,28,42,14,28,35,62,50,30,49,21,1,36,40,3,12,21,23,3,21,21,20,0,52
 4144.27     189	8,18,60,28,35,23,64,34,44,13,57,38,82,67,9,59,19,24,31,42,84,21,89,17,65,70,75,72,26,77,36,10,47,68,69,53,4,22,6,90,25,74,79,48,58,5,2,87,54,56,80,1,55,20,50,32,29,41,40,85,14,66,15,78,37,27,73,76,43,46,62,45,81,7,71,16,30,63,49,52,51,39,86,61,33,88,11,12,3,83	18,12,29,50,24,26,17,0,14,42,20,14,0,8,7,44,38,0,0,0,0,8,0,17,15,15,0,0,14,41,58,6,8,0,0,52,22,34,45,23,35,34,42,15,36,42,45,1,30,32,1,13,8,50,42,28,50,22,45,0,36,6,36,0,30,39,50,28,23,50,62,3,1,50,30,49,21,44,36,40,12,15,35,23,14,21,50,20,0,52
