10	24.61
 2517.32       5	25,13,19,26,11,7,28,12,24,27,29,15,1,4,10,22,17,14,21,8,2,18,9,5,3,30,16,6,20,23	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,1
 2497.04       0	25,13,19,7,11,24,28,12,4,5,23,18,30,16,10,26,21,14,17,20,22,1,15,3,29,8,2,6,27,9	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 2816.47      11	25,13,19,11,29,24,7,3,4,2,22,15,1,8,10,21,17,14,28,23,26,16,9,5,30,6,18,27,20,12	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 3044.41      26	25,13,19,29,11,24,7,22,15,27,23,18,30,8,10,21,17,4,20,6,9,1,14,5,3,26,16,12,28,2	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 3215.01      32	25,13,19,7,29,24,28,22,11,2,23,18,14,4,10,21,17,16,20,6,26,12,15,27,3,8,5,30,1,9	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 3216.57      36	25,13,19,29,24,7,28,22,11,2,8,15,30,4,10,21,17,14,20,6,26,12,9,5,3,1,16,27,23,18	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 2987.08      17	25,13,19,7,29,24,28,11,4,2,8,18,1,30,10,6,17,14,23,20,26,16,9,5,3,22,12,27,21,15	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 2988.64      21	25,13,19,29,24,7,28,11,15,27,8,18,30,20,2,21,26,16,17,6,14,23,9,5,10,4,12,22,1,3	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 2812.18       7	25,13,19,7,29,24,11,12,3,27,1,16,30,20,2,21,17,14,23,18,26,10,9,5,4,6,28,22,8,15	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
 3040.12      22	25,13,19,7,29,24,11,22,15,27,1,16,30,8,2,21,17,14,23,18,26,12,9,5,10,6,28,3,20,4	0,0,1,1,2,0,0,2,1,0,0,0,1,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
