10	23.79
 1725.79       8	5,29,19,22,12,30,25,7,17,16,20,15,2,4,24,9,3,18,26,14,13,21,23,11,8,10,6,28,1,27	1,1,0,1,0,0,2,2,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
  1723.7       4	5,29,3,16,22,18,25,2,9,24,20,6,30,4,10,23,15,17,26,21,13,28,11,19,1,12,7,8,27,14	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 1666.64       0	5,29,30,16,22,12,25,2,17,8,20,7,19,4,9,27,15,21,1,14,13,28,3,24,6,10,18,23,26,11	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 1666.82       2	5,29,30,16,22,18,25,2,17,21,10,7,19,11,12,27,20,23,4,14,8,28,6,9,1,13,15,24,26,3	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 1774.73       9	5,29,30,2,22,12,26,7,13,8,3,15,19,28,10,27,20,21,1,14,25,16,11,24,6,9,18,4,17,23	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 2018.49      17	16,29,5,19,22,12,25,28,17,21,3,7,14,23,10,13,20,18,26,24,8,9,11,1,6,2,15,4,27,30	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 1972.55      12	16,29,5,19,22,18,25,2,17,21,3,7,14,23,26,27,15,28,1,20,13,9,11,24,30,10,6,4,12,8	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 2001.33      16	5,29,30,22,19,12,26,2,9,21,20,7,14,4,11,13,15,23,3,25,8,18,27,24,6,10,28,1,17,16	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 2023.31      25	16,29,5,22,19,12,26,2,17,21,20,7,30,11,10,13,15,23,1,14,8,18,27,24,6,9,28,4,3,25	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
 1702.94       3	16,29,5,22,13,30,11,2,9,1,3,6,14,4,10,23,15,21,12,20,8,18,27,24,19,28,7,17,26,25	1,1,0,1,0,0,2,2,1,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
