24	79.62
 2819.97      25	8,27,51,29,28,38,46,37,13,54,20,32,44,40,19,15,24,49,5,7,55,18,1,48,39,17,23,36,43,59,60,57,52,53,22,56,50,41,26,47,16,45,33,58,9,34,25,2,42,30,6,3,11,4,21,35,14,10,31,12	6,21,9,3,6,0,2,0,3,14,10,12,0,12,0,14,0,8,20,6,13,15,8,14,5,9,0,0,0,1,0,9,11,7,0,0,0,0,1,0,4,9,9,4,0,0,10,4,13,13,0,8,9,0,14,8,1,13,0,9
 2424.36       4	38,27,29,8,54,28,37,46,13,31,30,56,50,36,35,32,44,40,60,4,21,33,45,17,39,42,48,18,1,19,51,20,16,47,26,41,3,14,53,52,11,58,10,24,22,55,7,57,2,15,34,9,23,43,5,25,6,59,49,12	6,21,3,0,0,12,2,0,9,14,2,12,0,2,0,3,12,8,14,6,13,8,8,14,5,8,0,0,0,1,0,13,9,5,0,9,0,0,1,1,11,9,8,4,2,0,10,4,13,13,0,1,9,0,1,8,1,8,11,1
 2998.45      46	8,27,51,29,28,38,37,46,13,54,20,32,44,40,19,12,59,25,56,22,31,1,34,11,4,21,60,6,3,18,33,58,17,39,42,48,45,53,52,23,14,10,35,47,41,26,2,55,57,30,43,16,9,36,50,24,7,15,49,5	6,21,3,8,8,0,2,0,2,10,2,12,0,6,0,14,12,8,20,0,12,6,8,10,5,8,0,0,0,0,0,9,9,5,0,4,0,0,1,0,4,4,8,4,0,0,10,4,13,13,0,9,9,0,1,16,1,13,0,1
 2999.62      53	8,27,29,51,28,38,37,46,13,54,20,32,44,50,36,9,16,43,30,40,19,12,59,25,56,22,31,1,34,11,4,18,3,6,60,21,33,58,17,39,42,48,45,53,52,23,14,10,35,47,41,26,2,49,24,15,5,7,55,57	6,21,3,8,8,0,2,0,2,10,10,12,0,6,0,14,12,10,20,0,13,6,8,10,5,8,0,0,0,0,0,13,0,2,1,4,0,0,1,7,4,4,15,13,0,0,10,9,13,13,0,8,14,0,9,16,1,13,11,9
 2821.53      28	8,27,51,29,28,38,37,46,13,54,20,32,44,40,19,12,59,11,34,1,31,22,56,25,4,21,60,6,3,18,30,50,36,35,48,43,23,16,10,47,58,14,53,26,17,45,2,57,49,41,7,15,9,5,39,42,55,52,24,33	6,21,3,8,6,0,2,0,9,2,2,12,0,12,0,14,12,14,8,6,13,0,14,10,5,19,0,0,0,1,0,0,9,7,0,0,0,0,1,7,4,9,8,4,0,0,10,9,13,13,0,9,9,0,14,16,1,13,0,9
 3000.18      74	8,27,29,28,51,38,37,46,13,54,20,32,57,36,43,55,7,5,50,9,15,24,49,2,26,41,47,35,10,14,23,52,53,45,48,42,39,17,58,33,18,3,6,60,21,4,11,34,1,31,22,56,25,59,12,19,40,44,16,30	6,21,3,8,6,6,0,0,14,14,0,12,0,0,0,12,10,10,2,0,6,0,8,1,5,8,0,0,0,0,0,13,9,7,1,0,0,0,1,1,4,9,15,13,0,0,10,4,10,13,0,13,9,0,14,16,1,13,0,9
 2441.98       6	8,27,29,28,38,37,46,13,54,31,30,56,50,36,35,48,59,25,43,23,16,10,11,47,58,3,51,14,33,4,60,40,44,32,6,57,2,21,17,45,26,53,20,9,52,22,41,39,19,5,7,55,15,1,18,42,34,24,49,12	6,21,3,3,8,0,6,0,9,10,2,12,0,12,8,3,0,20,10,12,0,20,8,10,5,8,0,0,0,1,0,0,9,7,0,4,0,0,1,1,11,9,15,4,0,0,10,4,13,13,0,13,9,0,14,8,1,13,0,1
 2820.48      26	8,27,51,29,38,28,37,46,13,54,20,32,44,40,19,12,59,25,56,22,31,1,34,11,4,21,39,17,58,33,18,3,6,60,42,48,45,53,52,23,14,10,35,47,41,26,2,49,24,15,9,50,5,7,55,43,36,57,16,30	6,21,3,8,6,0,2,0,3,10,10,12,0,12,0,14,12,14,8,15,0,6,8,10,5,8,0,0,0,1,0,0,9,1,0,0,0,0,1,1,4,4,9,4,2,0,10,9,13,13,0,9,1,0,14,8,1,13,11,9
 2743.54      14	51,27,8,29,38,37,46,13,28,54,12,19,40,44,32,20,59,31,30,1,34,9,23,43,5,25,6,15,22,48,42,55,7,57,2,56,50,3,18,39,17,58,49,41,60,47,16,35,52,53,45,33,14,10,36,26,24,21,4,11	6,21,3,3,8,0,2,0,9,10,10,2,0,12,0,14,0,10,8,6,13,12,8,10,5,8,0,0,0,0,0,0,0,9,1,0,0,0,1,1,4,4,15,4,0,0,0,4,13,13,0,8,1,0,14,16,1,13,11,1
  2810.1      23	8,27,51,29,37,38,46,13,28,54,20,32,44,40,19,12,59,35,10,14,23,52,31,30,56,50,36,48,25,43,57,6,60,4,33,3,58,47,11,16,2,21,17,45,26,53,9,22,41,39,18,24,49,34,5,1,15,7,55,42	6,21,3,3,8,6,2,0,9,10,2,12,0,0,0,3,0,12,8,20,0,12,8,14,5,8,0,0,0,1,9,13,9,5,0,4,0,0,1,0,4,4,8,13,0,0,10,4,13,13,0,9,9,0,14,8,1,13,0,1
 2982.17      29	8,27,51,29,38,37,13,46,20,28,54,32,49,24,15,9,1,34,11,4,18,3,12,33,21,60,6,44,40,19,22,42,55,7,5,39,57,2,45,17,26,53,14,58,47,10,16,23,43,25,48,35,36,50,56,30,31,59,52,41	6,21,3,8,8,6,2,0,3,14,10,12,0,12,0,12,12,20,2,0,12,20,8,14,5,8,0,0,0,0,0,0,0,1,0,4,0,0,1,1,4,4,15,13,0,0,0,4,13,13,0,8,9,0,14,8,1,13,0,1
 2412.65       0	38,27,29,8,37,13,46,54,28,31,30,56,47,11,10,16,23,43,25,59,50,24,3,18,39,17,49,34,9,5,6,20,51,53,52,58,33,21,4,60,40,19,26,41,44,1,32,15,2,57,45,14,35,36,48,42,55,7,22,12	6,21,9,3,6,6,0,0,9,10,2,12,0,12,0,3,12,20,20,0,13,20,8,10,5,8,0,0,0,1,0,0,9,7,0,4,0,0,1,7,4,4,15,4,0,0,10,4,13,13,0,8,1,0,1,16,1,13,11,9
 2743.66      15	51,27,8,29,38,37,13,46,28,54,12,19,40,44,32,21,17,45,2,57,6,60,4,33,14,3,58,47,11,10,16,23,43,25,48,35,36,50,56,34,1,30,31,59,20,26,53,9,52,22,41,39,5,7,55,15,18,42,49,24	6,21,3,3,0,6,2,0,9,2,10,12,0,12,0,3,0,10,20,0,13,12,8,14,5,8,0,0,0,1,0,0,9,9,1,4,0,0,1,1,0,9,8,1,2,0,10,4,13,13,0,9,1,0,1,8,1,13,0,1
 2998.16      43	8,27,51,29,28,38,37,46,13,20,54,32,44,50,36,9,41,26,2,31,30,56,24,3,18,10,6,25,5,43,23,34,59,49,17,39,53,52,11,58,33,21,4,60,40,47,19,1,15,57,45,14,35,48,42,55,7,16,22,12	6,21,3,8,8,6,0,0,3,14,14,13,0,12,0,14,0,0,20,0,13,15,8,1,5,8,0,0,0,0,0,0,11,7,0,0,0,0,1,0,4,4,15,4,0,0,10,4,13,13,0,8,9,0,14,8,1,13,11,9
  2808.2      20	8,27,51,29,38,37,13,46,28,54,4,60,6,57,2,45,17,21,32,44,40,19,12,33,14,3,58,47,11,55,42,22,18,9,15,24,49,20,1,34,56,50,36,35,48,25,43,23,16,10,7,5,39,26,53,30,31,59,52,41	6,21,3,8,8,0,2,0,9,14,2,12,0,12,0,3,12,10,8,6,13,12,14,10,5,8,0,0,0,1,0,0,0,9,1,0,0,0,1,7,4,9,15,4,0,0,10,4,13,13,0,9,9,0,14,8,1,13,0,1
 2983.35      36	8,27,29,51,38,37,13,46,20,28,54,32,49,24,15,9,1,34,11,12,3,18,4,33,21,60,6,44,40,19,22,42,55,7,5,39,57,2,45,17,26,53,14,58,47,10,16,23,43,25,48,35,36,50,56,30,31,59,52,41	6,21,3,8,8,6,2,0,3,14,10,13,0,12,0,12,12,0,20,0,12,20,8,10,5,8,0,0,0,0,0,0,9,1,0,4,0,0,1,0,4,13,15,4,0,0,10,4,13,13,0,8,9,0,14,8,1,13,0,9
 2999.33      50	8,27,29,51,28,38,37,46,13,20,54,32,44,50,36,9,41,26,2,31,30,56,24,3,18,10,6,25,5,43,23,34,59,49,17,39,53,52,42,48,35,14,45,57,15,1,19,47,40,60,4,21,33,58,11,55,7,16,22,12	6,21,3,8,8,6,0,0,3,14,14,13,0,6,0,14,12,20,20,0,13,6,8,1,5,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,4,4,15,4,0,0,10,4,13,13,0,8,9,0,14,8,1,13,0,9
  2999.9      71	8,27,29,28,51,38,37,46,13,20,54,32,44,42,48,35,14,45,5,43,23,34,59,49,17,39,53,52,11,58,33,21,4,60,40,19,47,1,15,57,25,6,10,18,3,24,56,30,31,2,26,41,9,36,50,55,7,16,22,12	6,21,3,8,6,6,0,0,14,10,14,12,0,0,12,0,3,0,12,0,6,20,8,1,5,8,0,0,0,0,0,13,9,1,1,0,0,0,1,1,4,4,15,13,0,0,10,4,13,13,0,13,9,0,14,8,1,13,0,9
 2420.91       2	8,27,38,29,37,13,46,28,54,31,30,56,47,60,40,19,26,41,44,1,32,15,2,57,45,14,35,36,51,20,24,49,9,34,11,50,3,18,10,6,25,5,43,23,59,17,39,53,52,58,33,21,4,48,42,55,7,16,22,12	6,21,3,8,8,6,2,0,9,10,10,12,0,6,12,0,12,10,14,0,13,6,8,1,5,8,0,0,0,1,0,0,0,2,1,4,0,0,1,7,4,9,8,4,19,0,10,4,13,13,0,8,9,0,9,16,1,13,11,1
 2537.61      10	51,27,8,29,38,37,46,54,28,13,31,30,56,50,36,35,32,15,24,49,55,7,5,18,1,42,48,59,25,43,23,16,10,11,47,58,3,57,2,9,52,22,41,26,53,20,14,6,39,17,45,33,21,4,60,40,44,19,34,12	6,21,3,3,0,0,2,0,9,2,2,12,0,12,0,3,12,8,20,0,0,20,8,10,5,8,0,0,0,1,0,0,9,9,0,4,0,0,1,1,0,4,8,1,2,0,10,4,13,13,0,9,1,0,14,8,1,13,11,1
 2736.69      13	51,27,8,29,38,13,37,46,28,54,12,19,40,44,32,21,17,45,2,57,6,31,30,56,50,11,34,9,20,43,25,59,48,42,1,18,5,7,55,49,24,15,35,36,4,3,33,60,16,53,52,23,14,10,47,41,26,39,22,58	6,21,3,3,0,0,2,0,9,2,20,12,0,12,6,3,0,8,20,0,13,15,8,10,5,8,0,0,0,1,0,0,9,9,1,4,0,0,1,1,0,9,8,1,0,0,10,4,13,13,0,8,9,0,1,8,1,13,11,1
 2810.47      24	8,27,51,29,37,38,13,46,28,54,12,19,40,44,32,21,17,45,2,57,6,60,4,33,14,43,25,48,35,36,50,56,34,1,20,49,24,15,9,18,22,42,55,11,47,58,3,23,16,10,7,5,39,26,53,30,31,59,52,41	6,21,9,8,8,0,2,0,9,14,10,12,0,12,0,3,12,10,2,20,13,15,8,14,3,8,0,0,0,1,0,13,13,13,4,10,0,0,1,15,4,0,1,1,0,0,4,1,9,11,0,9,9,0,14,8,1,13,0,1
 2996.76      37	8,27,51,29,28,38,37,20,13,46,54,32,44,50,36,9,41,26,2,31,30,56,24,3,18,10,6,25,40,19,12,59,22,1,34,11,4,21,60,33,58,17,39,42,48,45,53,52,23,14,35,47,49,15,5,7,55,43,57,16	6,21,3,8,8,0,2,0,2,10,14,13,0,12,0,14,12,10,14,0,13,6,8,1,5,8,0,0,0,0,0,13,9,7,1,0,0,0,1,4,0,4,15,4,0,0,10,4,10,13,0,8,9,0,14,16,1,13,11,9
 2787.49      19	8,27,51,38,37,29,46,13,28,54,20,32,44,40,19,12,59,35,10,14,23,52,31,30,56,50,36,48,25,43,57,6,60,4,33,3,58,47,11,16,2,21,17,45,26,53,9,22,41,39,18,24,49,15,1,34,55,7,5,42	6,21,3,3,8,6,2,0,9,2,20,12,0,6,0,12,0,12,14,20,0,15,8,1,5,8,0,0,0,1,9,0,0,2,0,4,0,0,1,7,4,9,8,13,0,0,10,4,13,13,0,9,9,0,9,16,1,13,0,1
