14	79.73
 3364.92      49	50,3,34,43,27,23,28,35,11,60,16,29,55,4,19,9,6,57,54,36,13,26,24,48,58,20,21,10,18,37,44,33,12,32,46,45,39,5,52,1,42,17,14,7,15,30,2,56,53,40,49,31,38,22,41,47,8,59,25,51	7,10,0,12,11,7,1,13,8,4,0,1,1,6,6,1,8,1,1,1,1,2,0,1,4,13,0,0,8,4,8,12,13,0,0,1,8,4,6,14,7,0,0,9,2,0,4,2,9,0,2,1,1,8,7,6,1,0,1,15
 3336.22       1	50,3,27,43,28,34,11,23,35,60,16,29,55,4,19,9,6,57,54,36,13,26,24,48,58,20,21,10,18,37,44,33,12,46,32,45,39,5,52,1,42,17,14,7,15,30,2,56,53,40,49,31,38,22,41,47,8,59,25,51	7,10,0,12,11,7,1,1,1,4,0,1,2,6,9,1,8,7,1,1,1,8,0,0,4,5,0,0,2,4,8,12,13,0,0,1,8,4,6,14,7,0,0,9,2,0,4,6,9,0,2,1,1,2,7,6,1,0,1,15
 3338.67       3	50,3,43,27,28,34,11,23,35,24,26,13,36,54,57,6,9,19,4,55,29,16,21,20,58,48,60,25,30,49,40,42,38,59,18,41,22,44,12,8,47,45,39,5,52,37,10,33,32,46,17,14,7,15,31,51,1,2,56,53	7,10,0,12,11,1,2,1,1,4,0,2,1,9,8,1,8,1,7,1,12,2,0,1,4,5,0,0,8,1,8,12,2,0,0,1,9,2,4,14,7,0,0,9,7,0,4,6,9,0,9,1,8,8,7,6,4,0,1,15
 3357.57      14	50,3,34,43,27,11,23,28,35,60,16,29,55,4,19,9,6,57,54,37,18,10,21,20,58,48,24,26,13,36,44,33,12,32,46,45,39,5,52,1,42,17,14,7,15,30,2,56,53,40,49,31,38,22,41,47,8,59,25,51	7,10,0,12,11,7,1,13,8,4,0,2,1,6,6,1,8,1,1,1,12,2,0,1,4,13,0,0,13,12,8,12,13,0,0,1,8,4,6,14,7,0,0,9,2,0,4,2,9,0,2,1,1,8,8,6,1,0,1,15
 3327.98       0	50,3,27,28,43,34,11,23,35,4,55,29,16,60,19,9,6,57,54,36,13,26,24,48,58,33,44,37,18,10,21,20,12,46,32,45,39,5,52,1,25,59,8,47,31,38,30,49,40,42,51,22,41,7,15,53,17,14,2,56	7,8,0,12,11,7,2,1,1,9,0,1,1,4,6,1,8,1,1,2,12,8,0,2,4,5,0,0,8,4,8,12,2,0,0,1,8,4,6,14,7,0,0,9,2,0,4,2,9,0,9,1,1,8,7,2,4,0,1,15
  3340.9       5	50,3,27,43,34,11,28,23,35,24,26,13,36,54,7,15,31,57,6,9,19,4,55,60,16,29,25,30,49,40,42,38,22,41,47,8,12,44,59,18,10,37,52,17,46,32,33,45,39,5,14,48,58,20,21,51,1,2,56,53	7,8,0,12,11,1,1,1,1,2,0,1,1,6,11,1,8,1,1,1,12,1,0,2,4,5,0,0,8,4,8,12,13,0,0,1,9,4,4,14,2,0,0,9,2,0,4,6,9,0,9,1,1,8,7,6,4,0,1,15
 3355.66      13	50,3,34,43,27,11,28,23,35,60,16,29,55,4,19,9,6,57,54,36,13,26,24,48,14,7,15,30,2,56,53,40,49,41,22,38,31,47,8,59,25,1,52,5,39,45,32,46,12,33,44,37,18,10,21,20,58,51,17,42	7,8,0,12,11,7,1,1,8,12,0,2,1,4,6,1,8,1,1,1,12,8,0,2,4,5,0,0,13,4,8,12,13,0,0,1,8,4,4,14,7,0,0,9,2,0,4,2,9,0,9,1,1,8,7,6,1,0,1,15
 3361.93      23	50,3,34,43,27,23,11,28,35,24,26,13,36,54,7,15,31,57,6,9,19,60,16,29,55,4,37,18,10,21,20,58,48,44,33,12,32,46,45,39,5,52,1,42,17,14,30,2,56,53,40,49,38,22,41,47,25,51,59,8	7,8,0,12,11,1,1,13,1,4,0,1,1,6,2,1,0,1,1,1,9,2,0,1,1,8,0,0,2,1,8,12,13,0,0,1,9,4,6,14,2,0,0,0,2,0,4,6,9,0,2,1,1,8,8,6,4,0,1,15
 3359.88      16	50,3,34,43,27,11,23,35,28,60,16,29,55,4,14,25,51,40,49,30,31,15,7,36,13,26,24,48,58,20,21,10,18,37,54,57,6,9,19,17,42,1,52,5,39,45,44,33,12,32,46,2,56,53,38,22,41,47,8,59	7,10,0,12,11,1,1,13,8,4,0,1,1,6,6,1,8,1,1,1,1,1,0,1,4,13,0,0,13,1,8,12,13,0,0,1,8,4,4,14,7,0,0,9,2,0,4,2,9,0,2,1,1,8,8,6,4,0,1,15
 3342.82       6	50,3,27,43,34,11,23,28,35,24,26,13,36,54,7,15,31,12,33,44,20,58,48,21,10,18,37,4,55,29,16,60,19,9,6,57,32,46,45,39,5,52,1,42,17,14,30,2,56,53,40,49,59,8,47,41,22,38,25,51	7,10,0,12,11,1,1,1,8,4,0,1,1,6,11,1,0,1,1,1,12,2,0,1,1,8,0,0,5,4,8,12,13,0,0,1,9,4,6,14,7,0,0,9,2,0,4,6,9,0,2,1,1,8,7,6,1,0,1,15
