10	2.56
 4437.61       0	19,23,8,21,6,1,18,9,16,5,24,14,26,15,20,4,10,11,27,3,17,7,29,12,30,25,2,28,13,22	0,0,0,2,0,0,4,0,0,3,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
 5761.06      58	19,1,8,18,6,21,27,16,11,15,23,9,22,4,30,17,3,26,20,7,24,13,25,2,28,12,5,10,29,14	0,0,0,2,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,1
 5621.52      56	19,16,6,18,23,8,21,1,3,27,9,11,5,15,14,2,24,20,17,30,25,10,4,26,13,7,12,28,29,22	0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,1
 5328.56      32	19,23,8,21,6,18,1,9,27,16,11,5,15,2,14,24,20,17,13,26,4,10,25,30,7,3,12,28,29,22	0,0,0,3,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1
 5570.86      41	19,1,8,18,6,21,27,11,23,9,16,5,17,2,22,20,25,30,24,3,7,29,10,12,4,14,26,15,28,13	0,0,0,3,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
 5847.93      63	19,16,6,18,23,8,21,1,9,27,3,17,11,5,2,13,25,28,12,22,10,30,14,29,15,26,20,7,24,4	0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,3,0,1,1,1
 5293.21      21	19,1,8,18,6,21,27,11,15,9,16,5,17,2,22,20,25,30,24,3,12,10,29,7,4,14,26,23,28,13	0,0,0,3,0,0,4,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
 4790.07       5	19,23,8,21,6,18,1,9,27,16,15,3,5,11,14,2,24,20,17,30,25,10,4,26,13,7,12,28,29,22	0,0,3,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1
 5114.23      15	19,1,6,18,23,8,21,9,27,16,22,5,3,25,13,17,20,24,14,2,15,26,11,7,10,4,12,30,29,28	0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
 5003.85      10	19,23,6,21,8,1,18,9,27,17,22,5,3,12,11,2,28,25,13,15,29,20,14,24,26,16,30,7,4,10	0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1
