14	26.28
  1978.6       7	21,7,28,26,3,25,17,2,12,30,13,18,8,5,6,19,27,22,16,1,29,14,20,15,9,23,4,11,24,10	1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0
 1876.83       2	21,7,28,26,2,25,15,20,14,10,29,1,16,22,17,3,12,30,13,18,8,5,6,19,9,23,4,27,11,24	1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,0,1,2,0,0,0,0,0,0,2
 1687.99       0	21,7,25,3,8,12,28,26,6,9,2,1,23,14,27,11,10,17,16,13,18,5,29,20,24,22,19,4,30,15	1,2,0,1,0,2,0,0,2,1,0,0,1,0,1,0,3,1,0,0,0,0,2,0,0,1,0,0,0,1
 2208.62      28	21,7,17,28,12,25,27,29,20,5,24,22,4,26,6,1,16,19,15,14,23,30,18,13,10,3,8,9,2,11	1,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1
 2185.33      25	21,7,25,18,12,3,28,29,16,22,26,6,9,17,5,2,1,10,14,20,15,19,27,8,13,30,23,24,4,11	1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0
  2244.9      34	21,7,25,18,12,3,9,26,28,6,8,29,5,27,17,10,11,16,13,14,23,1,2,20,24,22,30,19,15,4	1,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,1,2,0,0,0,2,0,0,1
 2230.58      29	21,7,25,18,12,2,9,26,28,17,5,10,29,11,16,13,14,23,1,3,20,30,15,8,6,22,19,4,27,24	0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
 2132.63      18	21,18,7,25,12,2,10,29,8,3,28,5,17,9,24,15,20,13,16,22,19,27,26,14,6,1,30,23,4,11	1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,1
 2178.67      23	21,18,7,25,12,3,1,23,14,13,10,11,27,5,20,24,19,4,30,28,2,8,17,9,6,26,22,16,29,15	1,2,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
 2076.66      12	21,7,17,8,12,25,28,26,6,9,2,20,10,29,16,22,3,13,18,14,23,1,15,30,5,19,27,24,4,11	1,2,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,1
 2175.43      20	21,18,7,3,12,25,1,23,14,17,28,27,29,20,5,24,8,26,6,9,2,13,16,22,11,10,19,4,30,15	1,2,0,1,0,0,0,0,2,0,0,0,1,0,3,0,2,0,2,0,0,1,2,0,0,0,0,0,0,1
 2064.95      10	21,18,16,25,12,2,10,29,8,3,28,5,6,20,24,15,9,14,26,27,19,22,13,7,30,4,11,23,1,17	1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
 2137.98      19	21,18,16,25,12,2,9,6,4,5,11,13,14,23,1,3,7,29,10,17,8,28,30,15,20,22,26,19,27,24	1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0
 2127.89      15	21,5,7,25,12,3,1,23,14,13,10,19,22,16,20,15,9,24,6,18,28,2,4,11,29,30,26,8,17,27	1,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
