17	27.69
 6478.84      23	18,6,11,29,19,27,21,1,10,23,15,9,8,22,17,13,26,2,16,24,3,14,20,30,5,28,12,4,25,7	0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 6200.27       3	18,6,11,29,19,27,21,1,10,8,15,9,24,22,17,20,5,4,16,3,23,13,26,2,12,28,30,14,25,7	0,0,0,1,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 6482.66      28	18,11,21,1,29,6,19,27,10,23,15,9,8,22,17,20,30,5,24,16,2,26,13,14,3,28,12,4,25,7	0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 5970.97       0	18,6,11,29,19,27,21,1,10,8,15,9,24,22,26,13,12,14,20,25,17,30,2,5,23,28,16,3,4,7	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6477.03      20	18,11,6,29,21,27,23,1,19,10,15,9,8,22,17,30,16,24,3,14,20,2,13,26,5,28,12,4,25,7	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 6484.76      33	18,6,11,29,19,27,21,9,23,10,15,1,8,22,17,16,13,26,2,24,3,28,5,20,14,4,12,25,30,7	0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 6491.22      52	18,11,21,1,29,6,19,27,8,9,15,23,10,22,17,13,26,16,20,5,28,24,25,30,4,12,14,3,2,7	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6489.82      47	18,6,11,29,9,27,21,1,8,19,15,23,10,22,17,13,26,16,5,4,28,14,3,24,30,20,2,25,12,7	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6410.93      13	18,6,11,29,21,27,23,1,19,15,16,9,8,22,17,3,28,2,24,10,5,14,20,4,26,13,12,30,25,7	0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6473.81      16	18,11,6,29,21,27,23,1,10,19,15,9,8,22,17,30,16,24,13,26,2,3,28,5,20,25,4,14,12,7	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6201.41       8	18,6,11,29,19,1,21,27,10,8,15,9,24,22,17,14,12,13,23,28,16,3,4,26,25,30,2,20,5,7	0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6492.75      61	18,6,29,1,21,11,19,27,8,9,15,23,10,22,17,13,26,16,5,4,28,14,20,30,24,3,2,25,12,7	0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
  6203.4      10	18,6,11,29,9,27,21,1,8,19,15,10,24,22,17,13,12,14,23,28,16,3,4,26,25,30,7,5,20,2	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6479.38      26	18,11,6,29,21,27,9,10,1,23,15,19,8,22,17,30,16,24,13,26,20,2,3,28,5,14,4,12,25,7	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 6477.66      21	18,11,6,29,21,1,23,27,10,9,15,19,8,22,17,16,13,26,2,24,3,25,20,5,28,4,14,12,30,7	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 6475.43      18	18,6,11,29,21,23,19,1,27,10,15,9,8,22,17,30,20,14,3,24,16,2,26,13,5,28,12,4,25,7	0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 6487.99      38	18,6,11,29,10,1,21,19,27,9,23,15,8,22,17,28,3,24,2,26,13,16,5,20,14,4,12,25,30,7	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
