13	27.66
 4213.63      14	6,16,7,9,29,11,26,4,8,21,14,12,17,10,24,27,25,18,28,15,2,22,5,13,1,19,3,20,30,23	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
 4014.86      10	29,11,9,26,7,4,16,6,8,14,1,13,28,27,30,24,18,20,3,2,25,23,12,22,5,21,15,19,10,17	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1
 4010.98       3	26,11,9,29,7,4,16,6,8,14,1,13,28,27,30,24,18,20,3,2,25,23,12,22,5,21,10,15,17,19	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
 4002.46       0	26,9,7,29,11,4,16,6,8,14,1,13,5,27,23,25,2,3,28,21,12,30,18,15,17,24,22,20,19,10	2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
 4400.91      29	6,16,29,11,26,28,7,9,4,8,14,1,13,10,23,5,2,20,22,24,30,18,3,15,25,17,12,21,27,19	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
  4013.1       8	26,11,9,7,29,4,16,6,8,14,1,13,28,27,21,12,17,25,15,3,18,30,24,22,20,2,5,23,19,10	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 4402.21      33	6,16,7,11,29,28,26,9,4,8,14,1,21,20,5,22,12,17,3,10,15,18,25,13,19,30,24,2,27,23	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
 4400.91      32	6,16,29,11,26,28,4,9,7,8,14,1,21,15,22,2,13,5,24,3,17,18,30,10,12,20,19,25,27,23	2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
 4012.92       6	26,11,9,29,16,4,6,7,8,14,1,25,28,27,21,12,19,17,10,24,18,15,2,22,5,13,23,3,20,30	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
  4016.8      13	29,9,11,26,16,4,6,7,8,14,1,13,5,27,23,25,2,3,28,21,12,30,18,15,17,24,22,20,19,10	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
 4396.01      17	6,16,7,9,29,28,26,11,4,8,14,1,21,3,17,12,22,5,20,13,2,24,30,18,15,25,27,23,19,10	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 4260.11      16	6,16,7,9,29,5,26,11,4,8,14,1,21,3,25,13,20,28,22,12,17,27,19,10,24,18,15,2,23,30	2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 4403.71      42	6,16,7,11,26,28,4,9,29,8,14,1,3,17,18,30,10,12,22,15,21,5,20,19,24,2,25,27,23,13	2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
