10	32.74
 6767.89       2	21,27,18,14,17,29,20,4,9,12,23,13,24,28,26,15,8,5,22,6,19,11,10,16,2,1,7,3,30,25	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
 7223.08      13	21,27,20,29,18,14,17,11,12,3,13,23,4,1,9,24,30,5,25,26,15,28,22,6,16,8,19,10,2,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
  7218.3       9	21,27,11,20,29,14,17,18,12,3,13,23,4,1,9,10,2,24,15,8,22,16,6,28,19,26,5,7,30,25	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
 7228.46      24	21,27,20,29,18,14,4,11,3,12,17,13,23,1,9,24,30,5,25,26,10,28,22,6,16,8,19,15,2,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3
 7228.43      23	21,27,20,29,18,14,4,11,3,17,12,13,23,1,9,10,2,24,15,8,22,16,6,28,19,30,5,26,25,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3
 7220.84      10	21,27,20,4,11,14,17,18,12,3,13,29,23,1,28,30,24,9,2,25,26,10,19,5,6,16,22,7,15,8	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
 7203.24       4	21,23,20,4,11,14,17,18,12,3,13,29,27,24,26,5,30,19,28,6,16,22,8,15,1,9,10,2,25,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
 7223.37      14	21,27,18,14,17,20,4,11,12,3,13,29,23,26,5,19,10,1,25,2,9,24,30,28,6,16,22,7,15,8	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
 6683.15       0	21,23,20,4,11,14,17,18,12,3,13,27,29,24,26,5,30,1,9,10,2,15,8,22,16,6,28,19,25,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
 7225.33      17	21,27,18,14,11,20,4,17,12,3,13,29,23,6,16,22,1,28,30,24,9,26,25,10,2,19,5,8,15,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
