11	178.07
 7047.59     216	69,27,11,79,88,4,33,70,38,46,8,28,72,80,84,61,58,64,41,26,1,85,89,19,37,76,12,24,83,5,60,66,62,30,47,35,87,77,39,65,55,13,68,31,7,52,2,18,45,44,10,34,49,21,51,40,16,20,9,81,67,73,15,82,32,29,25,59,78,14,48,43,74,53,50,36,75,71,17,86,3,23,63,6,22,56,90,57,54,42	19,0,0,0,9,11,12,0,29,0,0,6,18,27,18,8,9,55,18,32,27,29,0,0,0,21,0,59,30,8,0,24,0,0,13,9,13,0,0,13,18,41,0,27,9,0,11,0,0,12,0,19,34,0,24,28,24,22,0,47,13,27,6,22,41,20,2,0,0,0,0,0,0,30,34,27,12,21,0,55,0,28,33,0,7,18,57,0,36,29
 7037.13     188	69,27,11,79,88,4,33,70,38,8,46,71,53,43,17,39,65,55,13,61,50,51,14,57,45,21,49,26,1,85,72,58,90,86,76,12,24,83,74,52,77,35,47,5,84,64,41,56,22,28,48,15,6,63,23,25,59,62,66,60,80,82,78,3,44,87,37,19,89,73,67,81,30,40,16,20,75,36,34,10,68,31,7,9,2,18,54,32,29,42	19,28,0,0,9,34,27,0,29,0,0,6,0,32,0,8,9,55,18,32,11,55,0,0,0,21,0,59,57,11,0,24,0,0,41,28,13,0,0,19,18,41,12,27,22,0,11,27,0,41,0,19,2,22,38,28,24,0,16,47,13,27,6,11,41,20,2,0,0,0,0,29,0,30,34,27,22,21,0,55,0,28,33,0,7,18,57,0,36,29
 6932.07      17	69,27,11,79,88,4,33,70,38,46,84,80,72,47,35,87,77,39,65,55,13,68,31,7,52,2,18,45,44,10,34,49,21,51,40,16,20,9,81,67,19,89,85,1,26,41,64,58,61,71,12,76,37,8,28,62,30,66,60,5,83,24,53,78,82,86,90,56,22,15,6,63,23,25,59,3,73,74,17,57,43,75,36,50,48,14,29,32,54,42	19,0,0,0,9,11,27,0,29,8,0,6,18,27,18,8,9,55,18,32,27,29,9,0,0,21,0,59,57,8,0,24,0,0,41,9,13,0,0,13,18,41,12,27,22,0,11,0,0,12,0,19,34,0,28,28,24,22,0,47,13,0,6,57,41,20,0,0,0,0,0,0,0,30,34,27,22,21,0,55,0,28,33,0,7,18,57,0,36,29
  6900.1       0	69,27,11,79,88,4,33,70,38,46,71,12,76,37,19,89,73,67,81,51,40,16,20,75,36,34,10,44,57,18,2,52,7,31,68,13,65,39,77,87,35,47,72,80,84,61,58,64,53,43,17,9,29,32,54,5,59,56,63,8,60,78,28,1,21,25,14,48,23,55,50,26,49,85,41,22,30,66,15,82,45,62,6,3,90,86,24,83,74,42	19,0,0,0,0,11,27,0,29,8,0,6,18,29,18,8,9,55,18,32,8,29,9,0,0,21,0,59,57,8,0,24,0,0,13,9,12,0,0,13,18,41,12,27,22,0,11,0,0,12,0,19,0,0,24,28,24,22,0,47,13,0,6,57,41,20,2,0,0,0,0,0,0,30,34,27,12,21,0,55,0,28,33,24,7,18,57,0,36,29
 6945.93      49	69,27,11,4,88,79,33,70,38,46,84,80,72,47,35,87,77,39,65,55,13,68,31,7,52,28,61,58,17,43,53,71,57,48,50,64,41,26,1,85,89,19,67,81,9,20,16,40,51,21,49,34,10,83,36,75,24,2,18,8,44,45,30,62,66,60,5,12,76,37,78,82,86,90,56,22,15,6,63,23,25,59,3,73,74,54,14,29,32,42	19,0,0,0,9,11,27,0,29,0,0,6,18,27,18,9,9,55,32,32,27,29,9,0,0,21,0,59,57,11,0,24,0,0,41,0,29,0,0,13,18,41,12,27,22,0,11,0,0,12,0,19,34,0,38,28,24,22,16,47,13,27,6,57,41,20,2,0,0,0,0,0,3,30,34,27,12,21,0,55,0,28,33,0,57,18,7,0,36,12
 7061.45     248	69,27,11,4,88,79,33,70,38,46,8,32,54,21,16,20,75,36,34,10,44,57,18,2,52,7,31,68,14,48,50,13,55,65,39,77,87,35,47,72,78,82,86,84,61,58,64,90,56,22,30,15,6,63,23,25,59,3,62,66,60,5,1,26,40,51,81,67,73,89,19,37,76,12,24,83,74,9,17,43,53,85,41,49,71,80,45,28,29,42	19,0,0,0,9,11,27,0,29,0,0,6,0,27,0,9,9,55,18,32,27,55,0,0,0,21,0,59,57,11,0,24,0,0,41,0,29,0,0,13,18,41,0,27,22,0,11,0,0,41,0,19,34,0,28,28,6,22,0,47,13,27,6,11,41,20,2,0,0,0,0,29,3,30,34,27,12,21,0,55,0,28,33,24,57,18,57,0,36,29
 7050.99     220	69,27,11,4,88,79,33,70,38,8,46,71,53,28,72,80,84,10,44,45,18,2,52,7,31,68,13,55,65,39,77,87,35,47,30,62,66,60,5,83,24,12,76,37,19,89,85,1,26,41,64,58,61,34,49,21,51,40,16,20,9,81,67,73,15,82,32,29,25,59,78,14,48,43,74,50,36,75,17,86,3,23,63,6,22,56,90,57,54,42	19,28,0,0,9,11,27,0,29,8,0,6,18,0,18,8,9,55,34,34,55,29,0,18,27,21,0,59,30,8,0,24,0,0,41,28,13,0,0,19,18,41,12,27,22,0,11,27,0,41,0,19,34,0,24,28,28,0,2,47,13,0,6,11,41,20,2,0,0,0,0,21,0,30,34,27,22,21,0,55,0,28,33,0,7,18,57,0,36,29
  7000.1     164	69,27,11,79,88,4,33,8,70,38,46,71,53,43,17,9,7,31,68,59,25,23,63,6,15,48,28,22,56,41,64,84,5,19,37,87,44,39,58,90,86,76,12,24,83,74,52,2,18,57,14,51,50,61,13,55,65,3,77,35,47,89,73,67,81,30,40,16,20,75,36,34,10,62,66,60,80,82,78,72,85,1,26,49,21,45,54,32,29,42	19,0,0,0,9,34,27,0,29,0,0,6,0,32,18,8,29,30,32,34,27,55,0,0,27,21,0,59,57,11,0,24,0,0,13,28,29,0,0,19,18,41,12,0,9,0,11,0,0,12,0,19,29,22,28,28,24,0,16,47,13,27,6,57,41,20,2,0,0,0,0,21,0,30,34,27,22,21,0,55,0,28,33,0,7,18,57,0,8,0
 6976.91     152	69,27,11,79,88,4,8,33,70,38,46,84,10,44,26,41,64,80,72,50,57,71,53,43,17,58,61,28,89,85,1,39,65,55,13,14,18,2,52,74,83,24,12,76,86,90,3,87,37,73,30,75,36,68,31,7,77,35,47,5,56,22,48,15,6,63,23,25,59,62,66,49,34,19,67,81,9,20,16,40,51,21,45,60,82,32,29,78,54,42	19,0,0,0,9,34,27,0,29,0,0,6,18,0,18,9,9,55,18,32,27,55,0,18,34,21,0,59,57,8,0,24,0,0,13,9,28,0,0,12,18,41,12,27,0,0,11,0,0,41,0,19,34,0,24,28,24,22,16,47,13,0,6,34,41,20,2,0,0,0,0,29,0,30,34,27,22,21,0,55,0,28,33,0,7,18,57,0,36,29
 7058.49     228	69,27,11,4,88,79,70,33,38,8,46,71,53,28,72,80,84,10,44,45,18,2,17,7,31,68,13,55,65,39,77,87,35,47,30,62,66,60,5,83,24,12,76,37,19,89,85,1,26,41,64,58,61,34,49,21,51,40,16,50,57,43,14,52,74,86,90,3,73,75,36,56,22,48,15,82,63,23,25,59,67,81,9,20,6,32,29,78,54,42	19,28,0,0,9,34,27,0,29,2,0,6,9,8,18,0,18,55,34,32,27,55,0,18,34,21,0,59,30,8,0,24,0,0,13,28,28,0,0,12,18,41,12,27,0,0,11,27,0,41,0,19,34,19,24,28,24,22,16,47,13,0,6,11,41,20,0,0,0,0,0,21,0,30,34,27,22,21,0,55,0,28,33,0,7,18,57,0,36,29
